name,pos,age,height,weight,forty_yard,shuttle,vertical_jump,bench_press,psqarq
Mario Rowson,SS,23.7,6027,211,4.73,4.41,34,13,103.1
Jamil Robinson,DS,,6020,208,4.51,4.65,35,11,102.8
Jared Tevis,SS,,5100,198,4.69,4.21,33,,102.7
Gordon Hill,SS,22.6,5106,212,4.62,4.5,37,17,102.7
TraMayne Bondurant,FS,22.8,5096,211,4.56,4.39,35,11,102
Terrell Brigham,FS,23.9,5115,200,4.65,4.59,38,19,102
Tyler Thornton,FS,21.9,5075,181,4.49,4.58,35.5,16,101.8
Keith Reynolds,SS,,5114,206,4.68,4.5,33.5,24,102
Kevin Johnson,SS,,5106,205,4.67,4.2,34,21,101.6
Mike Sellers,FS,,5103,185,4.75,4.3,33,15,100.9
Lamar Ivey,SS,23.5,6005,193,4.62,4.51,36.5,,101.3
Tavaris Williams,SS,,5102,207,4.73,4.43,36,19,101.3
Andre Rawls,SS,,5113,198,4.59,4.44,31.5,19,101.2
Brandon Jones,SS,,6001,197,4.65,4.39,37,,101.1
John Lowdermilk,SS,23.4,6005,210,4.65,4.39,33.5,16,100.9
Travaughn Colwell,SS,,6021,201,4.78,4.17,34,10,100.7
Daniel Fitzpatrick,SS,24,6007,207,4.72,4.4,32,15,100.4
Cullen Christian,SS,23.4,6002,202,4.89,4.26,38,14,100.3
Mike Horsey,FS,24.4,5112,194,4.52,4.28,32,12,99.8
Ronald Martin,SS,22.6,6004,200,4.59,4.47,33.5,10,100.2
Collin Brence,SS,22.6,5113,203,4.72,4.2,37.5,13,100
Sheldon Wade,FS,23.2,5095,189,4.68,4.51,37,12,99.3
Sam Carter,SS,,5116,203,4.66,4.26,31.5,16,99.6
Dominique Williams,SS,23,5113,207,4.75,4.2,31,23,99.5
Jon Henry,SS,23.4,5110,189,4.71,4.25,35,12,99.3
Johnathan Shuler,SS,22.6,6007,185,4.68,4.31,33,,99
Donovan Walker,SS,23.2,5094,198,4.68,4.47,35.5,21,99
Peniel Jean,SS,,5106,199,4.64,4.3,30.5,20,98.9
Brandon Brown,FS,,5091,190,4.62,4.34,32.5,15,98.4
Nick Perry,FS,,6004,205,4.65,,32.5,7,98.4
Alan Turner,SS,23.9,5104,207,4.65,4.5,33,16,98.7
Ivan Tagoe,SS,22.9,5117,212,4.86,4.43,31,18,98.6
Brian King,SS,23.4,6010,193,4.61,4.69,39,8,98.2
Keenan Lambert,SS,23.6,5117,209,4.6,4.35,31,17,98.2
Tomas Cabrera,SS,23.6,6013,210,4.67,4.44,31.5,17,98.1
Lorenzo Waters,SS,23.1,5112,198,4.68,4.25,32,15,98
Dakorey Johnson,DS,23.7,6022,215,4.6,4.6,33,,97.4
Demarco Nelson,FS,24.1,6000,197,4.63,4.3,30.5,11,97.2
Devonta Tabannah,FS,23.5,5093,185,4.59,4.22,35.5,12,97.1
Jourdon Grandon,FS,23.5,5105,190,4.57,4.38,35,9,96.8
Zane Petty,SS,23.8,6007,210,4.78,4.48,34.5,12,96.9
Eryon Barnett,FS,,6017,200,4.55,4.41,30.5,7,96.4
Brandon Alexander,FS,,6000,192,4.66,,32,16,96.4
Taz Stevenson,SS,,6005,206,4.54,4.47,29.5,22,96.2
Dorian Crawford,SS,23.6,5116,195,4.7,4.42,35.5,13,96.1
Christian Milstead,FS,24.9,5102,187,4.58,4.59,36,14,95.9
Parrish Gaines,FS,,6014,206,4.75,4.59,34,,95.4
Gary White,SS,,5110,207,4.7,4.47,33,18,95.6
Terrell Pinson,SS,,6024,215,4.58,4.35,34.5,13,95.5
Chris Hackett,FS,,6002,195,4.66,4.2,32,11,95.1
Darren Myles,SS,,6010,203,4.77,4.52,33,19,95
Gerod Holliman,FS,21.4,5116,218,4.62,4.37,27,17,94.8
Deonte Hurst,FS,,5105,194,4.64,4.4,34,8,94.8
Sharrod Golightly,SS,23.8,5100,192,4.72,,32.5,16,94.6
Darious Lane,SS,25,5093,200,4.66,4.27,33,6,94.4
Kadeem Satchell,FS,,6001,211,4.63,4.46,32.5,12,94
Matt Vinal,SS,24,6005,200,4.84,4.28,34,12,94.1
Jamal Anderson,DS,23,5090,193,4.6,4.37,32.5,15,93.6
Geoffery Bacon,SS,23.7,5115,209,4.76,4.46,30,16,93.3
Ace Clark,SS,,6020,216,4.69,4.43,31.5,11,93.2
Le Tevin Wilcox,SS,,5086,180,4.78,4.52,39,13,93.1
Gerald Bowman,SS,25.9,5111,209,4.78,,34.5,10,93
Devonte Morgan,SS,23.7,5094,196,4.76,4.39,31.5,,92.8
Pudge Cotton,SS,22.7,6005,221,4.73,4.74,36,17,92.7
Tre Williams,SS,23,6023,201,4.87,4.4,34.5,,92.7
Frank Gaffney,DS,,6012,208,4.72,4.41,32,21,92.4
Adam Redden,SS,,6005,202,4.93,4.47,37,17,92.4
Dion O'Joe,SS,,6032,215,4.73,4.54,31,,92.3
Daquan Cooper,SS,23.3,5107,196,4.7,4.27,30,13,92.2
Duron Singleton,SS,,5116,211,4.59,4.41,30.5,,92.2
Brendan Murphy,FS,,5090,182,4.51,4.38,34.5,7,92
Erick Dargan,SS,23.1,5111,211,4.7,4.46,29,17,91.9
DVonte Grant,SS,,5092,195,4.77,4.26,34.5,11,91.7
Steve Tellefsen,FS,,6005,187,4.65,4.36,31.5,10,91.7
Derek DiNardo,SS,23.5,5116,193,4.68,4.39,32,18,91.2
Ashely Lowery,SS,,6007,216,4.7,4.43,29.5,,91.1
Daniel Roundtree,SS,,5115,187,4.75,4.48,33,18,91
Wesley Miller,FS,,5092,183,4.6,4.33,31,12,91
Cory Scott,SS,23.8,5116,196,4.67,4.73,33.5,18,90.5
Michael Lowe,SS,23,5105,207,4.7,4.35,28.5,13,90.3
Devon Francois,FS,23,5092,205,4.67,4.45,32,14,90.4
C.J. Morgan,SS,,6016,210,4.74,4.32,31.5,10,90.1
Johnny Robinson,SS,22.6,5093,184,4.64,4.4,32.5,15,90
Sterling Young,SS,23.6,6013,195,4.64,4.48,31.5,,89.4
Michael Johnson,SS,22.9,6007,198,4.73,4.67,33.5,17,89.4
Jarrod Lacy,SS,,5100,200,4.75,4.35,31,16,89.2
Shai Kobayashi,SS,,5090,200,4.78,4.45,31.5,9,88.6
Davon Moore,SS,23.2,5113,202,4.73,4.44,28.5,12,88.4
Kresean Reed,SS,,5101,192,4.66,4.38,32,9,88.3
Shaquille Lewis,SS,,6010,196,4.78,4.57,33,8,88.3
Nick Cefalo,SS,24,6005,200,4.75,4.38,35.5,7,87.6
Ryland Ward,SS,23.5,5095,201,4.76,4.49,31,16,87.5
Emmanuel Johnson,FS,22.9,5112,184,4.64,4.45,32.5,10,87.4
Johnathan Aiken,SS,23.9,5102,198,4.68,4.28,29.5,14,87.1
Austin Stewart,SS,22,6000,208,4.84,4.54,35,16,86.7
Fritz Etienne,SS,,6012,214,4.71,4.52,30,12,86.5
Lance Richardson,SS,25,6004,216,4.58,4.54,30,14,86.5
Levon Williams,SS,25.4,6103,195,4.8,4.41,29.5,10,86.2
Pernell Williams,SS,,6022,191,4.71,4.45,31,13,86.1
Harvey Jackson,SS,23.9,6023,203,4.86,4.48,32.5,6,85.9
Quinn Backus,SS,24,5093,216,4.81,4.55,31,15,85.9
Jake Bussani,FS,,6003,196,4.71,4.43,32.5,13,85.9
Brian Blechen,SS,24,6022,226,4.76,4.42,25.5,18,85.5
Justin Stewart,SS,22.4,5084,193,4.86,4.49,33,14,85.4
Brandon Stanley,SS,23.4,6017,204,4.84,4.51,32,,85.4
Sayyid Muhammad,SS,23,6002,190,4.66,4.35,28.5,11,85.2
Theron Norman,SS,24,6030,198,4.82,4.38,31,4,85.2
Dylan Farrington,SS,24.2,5110,200,4.81,4.5,33.5,10,84.8
Nantambu-Akil Fentress,SS,,5085,187,4.81,4.44,31.5,,84.3
Devontay Barnett,SS,23,5104,198,4.56,4.79,31,12,84.3
Frankie Sutera,SS,23,6006,199,4.64,4.47,32,7,84.3
Jordan Linnen,DS,,5102,190,4.74,4.37,31.5,9,84
Aaron Sam,FS,22.7,5083,184,4.75,4.59,33,12,84
Braylon Webb,SS,,5112,208,4.74,4.62,30,10,83.2
Kadetrix Marcus,SS,22.7,6001,180,4.76,4.44,33.5,7,82.2
Joe Sarnese,SS,22.1,5117,193,4.87,4.62,33.5,,81.8
Deion Stanley,FS,,5094,187,4.78,4.68,33.5,14,82
Witney Sherry,SS,,5113,194,4.93,4.33,30,14,81.2
Kyle Olugbode,SS,23,5111,199,4.91,4.41,29,12,81
DeOliver Davis,FS,24.2,6014,197,4.75,4.5,31.5,8,81.2
Isaiah Gresham,SS,,6000,186,4.72,4.46,31,12,80.1
Colby Targun,SS,22.7,5095,185,4.78,4.38,29.5,,80
Ronald Fields,FS,23.2,6015,184,4.69,4.51,29,,80.7
Josh Turner,FS,,5102,185,4.83,4.44,31.5,6,80.5
Jameel Erving,SS,22,6006,196,4.69,4.75,32.5,8,79.5
Justin Grant,SS,,6004,211,4.68,4.59,26,17,78.2
Ritchy Desir,SS,24.2,5115,190,4.78,4.51,30,10,77.3
Rodney Mathews,SS,23.5,5102,198,4.63,4.47,27.5,14,77.1
Sean Sylvia,SS,25,5111,214,4.94,4.5,28,9,77
Ray Mitchell,SS,,6000,191,4.83,4.56,28.5,13,76.9
Tevin Broussard,FS,23.6,5114,175,4.7,4.66,30,7,77.5
Michael Denson,SS,,5096,202,4.84,4.53,28,15,76.6
Christian Spears,SS,,5085,187,4.75,4.48,28,17,75.2
Brian Jones,SS,23.4,5096,205,4.82,4.6,28.5,13,75.1
Charles Davis,SS,,5111,194,4.85,4.6,28.5,18,74.4
Jordan Dewhirst,SS,24,6023,220,4.85,4.69,29.5,11,74.1
Jarret Chapman,SS,22.5,5106,198,4.9,4.78,30,13,73.9
Sharon Irwin,FS,,5105,182,4.8,4.64,29,12,72.6
Daniel Lozandier,SS,23.6,5114,186,4.69,4.95,29.5,12,70.8
Tevin Newman,DS,23.1,6013,200,4.96,4.22,29,7,71.1
Matt Hermanson,SS,23.2,6002,198,4.98,4.6,28.5,10,69.2
Rich Piekarski,SS,24.3,6014,187,5.14,,26.5,11,58.7
John Robertson,DS,,5114,183,5.21,4.68,25.5,20,55.2
Anthony Harris,FS,,6005,183,4.56,,,,
Detrick Bonner,FS,23.6,5116,207,4.39,4.07,39,15,
John Robertson,DS,,5114,183,,,,,
Anttonio Brown,DS,,5095,188,,,,,
Sam Scofield,DS,22.9,6005,186,,,,,
Marte Sears,DS,,6040,220,,,,,
Brady Grayvold,DS,,5104,200,,,,,
